http://www2.env.go.jp/pm25monitoring/download.html,,,,
Year,Month,Day,Hour,PM2.5
2016,9,5,1,26
2016,9,5,2,24
2016,9,5,3,31
2016,9,5,4,29
2016,9,5,5,37
2016,9,5,6,40
2016,9,5,7,48
2016,9,5,8,52
2016,9,5,9,48
2016,9,5,10,52
2016,9,5,11,46
2016,9,5,12,52
2016,9,5,13,59
2016,9,5,14,31
2016,9,5,15,20
2016,9,5,16,23
2016,9,5,17,25
2016,9,5,18,22
2016,9,5,19,25
2016,9,5,20,31
2016,9,5,21,47
2016,9,5,22,41
2016,9,5,23,43
2016,9,5,24,35
2016,10,5,1,46
2016,10,5,2,49
2016,10,5,3,39
2016,10,5,4,29
2016,10,5,5,29
2016,10,5,6,26
2016,10,5,7,28
2016,10,5,8,36
2016,10,5,9,40
2016,10,5,10,43
2016,10,5,11,51
2016,10,5,12,42
2016,10,5,13,45
2016,10,5,14,44
2016,10,5,15,47
2016,10,5,16,46
2016,10,5,17,41
2016,10,5,18,36
2016,10,5,19,45
2016,10,5,20,51
2016,10,5,21,67
2016,10,5,22,63
2016,10,5,23,69
2016,10,5,24,76
2016,11,5,1,76
2016,11,5,2,79
2016,11,5,3,106
2016,11,5,4,111
2016,11,5,5,118
2016,11,5,6,120
2016,11,5,7,126
2016,11,5,8,125
2016,11,5,9,132
2016,11,5,10,138
2016,11,5,11,141
2016,11,5,12,145
2016,11,5,13,153
2016,11,5,14,143
2016,11,5,15,139
2016,11,5,16,144
2016,11,5,17,122
2016,11,5,18,110
2016,11,5,19,109
2016,11,5,20,105
2016,11,5,21,117
2016,11,5,22,121
2016,11,5,23,128
2016,11,5,24,136
2016,12,5,1,155
2016,12,5,2,141
2016,12,5,3,14
2016,12,5,4,7
2016,12,5,5,4
2016,12,5,6,5
2016,12,5,7,8
2016,12,5,8,12
2016,12,5,9,21
2016,12,5,10,11
2016,12,5,11,12
2016,12,5,12,19
2016,12,5,13,11
2016,12,5,14,12
2016,12,5,15,7
2016,12,5,16,11
2016,12,5,17,9
2016,12,5,18,8
2016,12,5,19,16
2016,12,5,20,14
2016,12,5,21,18
2016,12,5,22,32
2016,12,5,23,55
2016,12,5,24,46
2016,13,5,1,43
2016,13,5,2,60
2016,13,5,3,55
2016,13,5,4,53
2016,13,5,5,44
2016,13,5,6,38
2016,13,5,7,41
2016,13,5,8,28
2016,13,5,9,29
2016,13,5,10,44
2016,13,5,11,26
2016,13,5,12,17
2016,13,5,13,29
2016,13,5,14,42
2016,13,5,15,37
2016,13,5,16,43
2016,13,5,17,40
2016,13,5,18,29
2016,13,5,19,29
2016,13,5,20,32
2016,13,5,21,35
2016,13,5,22,40
2016,13,5,23,37
2016,13,5,24,32
2016,14,5,1,38
2016,14,5,2,38
2016,14,5,3,33
2016,14,5,4,21
2016,14,5,5,18
2016,14,5,6,19
2016,14,5,7,22
2016,14,5,8,30
2016,14,5,9,37
2016,14,5,10,38
2016,14,5,11,33
2016,14,5,12,41
2016,14,5,13,44
2016,14,5,14,47
2016,14,5,15,47
2016,14,5,16,47
2016,14,5,17,48
2016,14,5,18,47
2016,14,5,19,53
2016,14,5,20,51
2016,14,5,21,58
2016,14,5,22,58
2016,14,5,23,64
2016,14,5,24,64
2016,15,5,1,76
2016,15,5,2,77
2016,15,5,3,80
2016,15,5,4,77
2016,15,5,5,75
2016,15,5,6,80
2016,15,5,7,78
2016,15,5,8,32
2016,15,5,9,20
2016,15,5,10,14
2016,15,5,11,10
2016,15,5,12,9
2016,15,5,13,10
2016,15,5,14,6
2016,15,5,15,12
2016,15,5,16,13
2016,15,5,17,7
2016,15,5,18,7
2016,15,5,19,8
2016,15,5,20,8
2016,15,5,21,42
2016,15,5,22,38
2016,15,5,23,32
2016,15,5,24,44
2016,16,5,1,31
2016,16,5,2,18
2016,16,5,3,24
2016,16,5,4,33
2016,16,5,5,39
2016,16,5,6,44
2016,16,5,7,45
2016,16,5,8,35
2016,16,5,9,27
2016,16,5,10,20
2016,16,5,11,27
2016,16,5,12,19
2016,16,5,13,24
2016,16,5,14,17
2016,16,5,15,24
2016,16,5,16,11
2016,16,5,17,12
2016,16,5,18,11
2016,16,5,19,16
2016,16,5,20,13
2016,16,5,21,26
2016,16,5,22,28
2016,16,5,23,38
2016,16,5,24,35
2016,17,5,1,43
2016,17,5,2,52
2016,17,5,3,44
2016,17,5,4,44
2016,17,5,5,48
2016,17,5,6,48
2016,17,5,7,58
2016,17,5,8,66
2016,17,5,9,86
2016,17,5,10,86
2016,17,5,11,83
2016,17,5,12,78
2016,17,5,13,74
2016,17,5,14,90
2016,17,5,15,68
2016,17,5,16,70
2016,17,5,17,50
2016,17,5,18,63
2016,17,5,19,64
2016,17,5,20,58
2016,17,5,21,48
2016,17,5,22,43
2016,17,5,23,43
2016,17,5,24,44
2016,18,5,1,38
2016,18,5,2,47
2016,18,5,3,44
2016,18,5,4,43
2016,18,5,5,53
2016,18,5,6,56
2016,18,5,7,61
2016,18,5,8,79
2016,18,5,9,72
2016,18,5,10,75
2016,18,5,11,84
2016,18,5,12,60
2016,18,5,13,86
2016,18,5,14,72
2016,18,5,15,65
2016,18,5,16,65
2016,18,5,17,58
2016,18,5,18,59
2016,18,5,19,59
2016,18,5,20,54
2016,18,5,21,63
2016,18,5,22,69
2016,18,5,23,65
2016,18,5,24,76
2016,19,5,1,67
2016,19,5,2,68
2016,19,5,3,76
2016,19,5,4,86
2016,19,5,5,81
2016,19,5,6,84
2016,19,5,7,93
2016,19,5,8,111
2016,19,5,9,111
2016,19,5,10,100
2016,19,5,11,92
2016,19,5,12,82
2016,19,5,13,78
2016,19,5,14,73
2016,19,5,15,66
2016,19,5,16,62
2016,19,5,17,53
2016,19,5,18,60
2016,19,5,19,59
2016,19,5,20,60
2016,19,5,21,80
2016,19,5,22,83
2016,19,5,23,82
2016,19,5,24,68
2016,20,5,1,68
2016,20,5,2,117
2016,20,5,3,112
2016,20,5,4,96
2016,20,5,5,104
2016,20,5,6,104
2016,20,5,7,104
2016,20,5,8,116
2016,20,5,9,108
2016,20,5,10,96
2016,20,5,11,95
2016,20,5,12,95
2016,20,5,13,90
2016,20,5,14,87
2016,20,5,15,87
2016,20,5,16,77
2016,20,5,17,58
2016,20,5,18,39
2016,20,5,19,44
2016,20,5,20,54
2016,20,5,21,74
2016,20,5,22,81
2016,20,5,23,79
2016,20,5,24,80
2016,21,5,1,86
2016,21,5,2,73
2016,21,5,3,78
2016,21,5,4,88
2016,21,5,5,103
2016,21,5,6,97
2016,21,5,7,97
2016,21,5,8,85
2016,21,5,9,82
2016,21,5,10,78
2016,21,5,11,82
2016,21,5,12,84
2016,21,5,13,91
2016,21,5,14,
2016,21,5,15,67
2016,21,5,16,63
2016,21,5,17,45
2016,21,5,18,25
2016,21,5,19,32
2016,21,5,20,53
2016,21,5,21,53
2016,21,5,22,44
2016,21,5,23,48
2016,21,5,24,58
2016,22,5,1,68
2016,22,5,2,67
2016,22,5,3,76
2016,22,5,4,75
2016,22,5,5,78
2016,22,5,6,52
2016,22,5,7,43
2016,22,5,8,43
2016,22,5,9,43
2016,22,5,10,47
2016,22,5,11,48
2016,22,5,12,60
2016,22,5,13,58
2016,22,5,14,49
2016,22,5,15,53
2016,22,5,16,39
2016,22,5,17,45
2016,22,5,18,41
2016,22,5,19,44
2016,22,5,20,40
2016,22,5,21,42
2016,22,5,22,52
2016,22,5,23,69
2016,22,5,24,63
2016,23,5,1,
2016,23,5,2,49
2016,23,5,3,63
2016,23,5,4,76
2016,23,5,5,70
2016,23,5,6,82
2016,23,5,7,87
2016,23,5,8,84
2016,23,5,9,83
2016,23,5,10,92
2016,23,5,11,88
2016,23,5,12,90
2016,23,5,13,89
2016,23,5,14,79
2016,23,5,15,71
2016,23,5,16,77
2016,23,5,17,58
2016,23,5,18,60
2016,23,5,19,40
2016,23,5,20,3
2016,23,5,21,9
2016,23,5,22,9
2016,23,5,23,
2016,23,5,24,11
2016,24,5,1,11
2016,24,5,2,12
2016,24,5,3,14
2016,24,5,4,13
2016,24,5,5,19
2016,24,5,6,39
2016,24,5,7,42
2016,24,5,8,49
2016,24,5,9,44
2016,24,5,10,35
2016,24,5,11,32
2016,24,5,12,32
2016,24,5,13,28
2016,24,5,14,31
2016,24,5,15,26
2016,24,5,16,26
2016,24,5,17,24
2016,24,5,18,28
2016,24,5,19,25
2016,24,5,20,28
2016,24,5,21,32
2016,24,5,22,17
2016,24,5,23,10
2016,24,5,24,12
2016,25,5,1,10
2016,25,5,2,14
2016,25,5,3,12
2016,25,5,4,9
2016,25,5,5,14
2016,25,5,6,17
2016,25,5,7,12
2016,25,5,8,8
2016,25,5,9,19
2016,25,5,10,20
2016,25,5,11,30
2016,25,5,12,25
2016,25,5,13,21
2016,25,5,14,25
2016,25,5,15,30
2016,25,5,16,35
2016,25,5,17,24
2016,25,5,18,26
2016,25,5,19,22
2016,25,5,20,16
2016,25,5,21,23
2016,25,5,22,27
2016,25,5,23,23
2016,25,5,24,40
2016,26,5,1,37
2016,26,5,2,29
2016,26,5,3,31
2016,26,5,4,56
2016,26,5,5,57
2016,26,5,6,46
2016,26,5,7,53
2016,26,5,8,48
2016,26,5,9,28
2016,26,5,10,32
2016,26,5,11,25
2016,26,5,12,29
2016,26,5,13,32
2016,26,5,14,32
2016,26,5,15,25
2016,26,5,16,34
2016,26,5,17,30
2016,26,5,18,26
2016,26,5,19,13
2016,26,5,20,19
2016,26,5,21,271
2016,26,5,22,50
2016,26,5,23,43
2016,26,5,24,41
2016,27,5,1,39
2016,27,5,2,34
2016,27,5,3,35
2016,27,5,4,44
2016,27,5,5,58
2016,27,5,6,61
2016,27,5,7,58
2016,27,5,8,72
2016,27,5,9,79
2016,27,5,10,96
2016,27,5,11,86
2016,27,5,12,59
2016,27,5,13,54
2016,27,5,14,58
2016,27,5,15,74
2016,27,5,16,74
2016,27,5,17,62
2016,27,5,18,55
2016,27,5,19,72
2016,27,5,20,81
2016,27,5,21,43
2016,27,5,22,31
2016,27,5,23,31
2016,27,5,24,32
2016,28,5,1,20
2016,28,5,2,23
2016,28,5,3,26
2016,28,5,4,29
2016,28,5,5,33
2016,28,5,6,42
2016,28,5,7,59
2016,28,5,8,68
2016,28,5,9,72
2016,28,5,10,63
2016,28,5,11,53
2016,28,5,12,50
2016,28,5,13,47
2016,28,5,14,49
2016,28,5,15,52
2016,28,5,16,50
2016,28,5,17,50
2016,28,5,18,41
2016,28,5,19,37
2016,28,5,20,42
2016,28,5,21,41
2016,28,5,22,48
2016,28,5,23,51
2016,28,5,24,56
2016,29,5,1,62
2016,29,5,2,69
2016,29,5,3,73
2016,29,5,4,69
2016,29,5,5,72
2016,29,5,6,70
2016,29,5,7,48
2016,29,5,8,44
2016,29,5,9,34
2016,29,5,10,26
2016,29,5,11,21
2016,29,5,12,24
2016,29,5,13,21
2016,29,5,14,26
2016,29,5,15,30
2016,29,5,16,31
2016,29,5,17,40
2016,29,5,18,28
2016,29,5,19,26
2016,29,5,20,28
2016,29,5,21,61
2016,29,5,22,56
2016,29,5,23,60
2016,29,5,24,55
2016,30,5,1,59
2016,30,5,2,52
2016,30,5,3,43
2016,30,5,4,36
2016,30,5,5,38
2016,30,5,6,47
2016,30,5,7,51
2016,30,5,8,69
2016,30,5,9,85
2016,30,5,10,74
2016,30,5,11,103
2016,30,5,12,107
2016,30,5,13,113
2016,30,5,14,111
2016,30,5,15,118
2016,30,5,16,119
2016,30,5,17,107
2016,30,5,18,101
2016,30,5,19,108
2016,30,5,20,111
2016,30,5,21,105
2016,30,5,22,98
2016,30,5,23,97
2016,30,5,24,70
2016,31,5,1,60
2016,31,5,2,55
2016,31,5,3,60
2016,31,5,4,68
2016,31,5,5,89
2016,31,5,6,95
2016,31,5,7,102
2016,31,5,8,90
2016,31,5,9,97
2016,31,5,10,91
2016,31,5,11,94
2016,31,5,12,64
2016,31,5,13,63
2016,31,5,14,60
2016,31,5,15,60
2016,31,5,16,64
2016,31,5,17,73
2016,31,5,18,69
2016,31,5,19,49
2016,31,5,20,49
2016,31,5,21,50
2016,31,5,22,47
2016,31,5,23,30
2016,31,5,24,28
2016,1,6,1,31
2016,1,6,2,26
2016,1,6,3,28
2016,1,6,4,29
2016,1,6,5,36
2016,1,6,6,33
2016,1,6,7,43
2016,1,6,8,41
2016,1,6,9,52
2016,1,6,10,49
2016,1,6,11,50
2016,1,6,12,70
2016,1,6,13,104
2016,1,6,14,90
2016,1,6,15,119
2016,1,6,16,79
2016,1,6,17,92
2016,1,6,18,67
2016,1,6,19,59
2016,1,6,20,53
2016,1,6,21,45
2016,1,6,22,41
2016,1,6,23,47
2016,1,6,24,44
2016,2,6,1,40
2016,2,6,2,39
2016,2,6,3,36
2016,2,6,4,43
2016,2,6,5,45
2016,2,6,6,59
2016,2,6,7,79
2016,2,6,8,88
2016,2,6,9,112
2016,2,6,10,98
2016,2,6,11,118
2016,2,6,12,86
2016,2,6,13,103
2016,2,6,14,74
2016,2,6,15,54
2016,2,6,16,58
2016,2,6,17,52
2016,2,6,18,45
2016,2,6,19,43
2016,2,6,20,40
2016,2,6,21,37
2016,2,6,22,43
2016,2,6,23,43
2016,2,6,24,44
2016,3,6,1,48
2016,3,6,2,46
2016,3,6,3,48
2016,3,6,4,62
2016,3,6,5,69
2016,3,6,6,83
2016,3,6,7,78
2016,3,6,8,89
2016,3,6,9,100
2016,3,6,10,103
2016,3,6,11,95
2016,3,6,12,99
2016,3,6,13,99
2016,3,6,14,94
2016,3,6,15,79
2016,3,6,16,72
2016,3,6,17,76
2016,3,6,18,94
2016,3,6,19,102
2016,3,6,20,116
2016,3,6,21,111
2016,3,6,22,105
2016,3,6,23,87
2016,3,6,24,60
2016,4,6,1,62
2016,4,6,2,65
2016,4,6,3,67
2016,4,6,4,85
2016,4,6,5,75
2016,4,6,6,82
2016,4,6,7,81
2016,4,6,8,90
2016,4,6,9,102
2016,4,6,10,99
2016,4,6,11,125
2016,4,6,12,84
2016,4,6,13,97
2016,4,6,14,86
2016,4,6,15,87
2016,4,6,16,69
2016,4,6,17,78
2016,4,6,18,74
2016,4,6,19,74
2016,4,6,20,86
2016,4,6,21,78
2016,4,6,22,72
2016,4,6,23,74
2016,4,6,24,89
2016,5,6,1,105
2016,5,6,2,104
2016,5,6,3,69
2016,5,6,4,46
2016,5,6,5,47
2016,5,6,6,51
2016,5,6,7,59
2016,5,6,8,68
2016,5,6,9,64
2016,5,6,10,77
2016,5,6,11,67
2016,5,6,12,81
2016,5,6,13,93
2016,5,6,14,94
2016,5,6,15,78
2016,5,6,16,80
2016,5,6,17,75
2016,5,6,18,71
2016,5,6,19,46
2016,5,6,20,34
2016,5,6,21,37
2016,5,6,22,27
2016,5,6,23,28
2016,5,6,24,46
2016,6,6,1,45
2016,6,6,2,45
2016,6,6,3,42
2016,6,6,4,67
2016,6,6,5,85
2016,6,6,6,81
2016,6,6,7,91
2016,6,6,8,85
2016,6,6,9,90
2016,6,6,10,89
2016,6,6,11,88
2016,6,6,12,97
2016,6,6,13,103
2016,6,6,14,111
2016,6,6,15,113
2016,6,6,16,107
2016,6,6,17,121
2016,6,6,18,117
2016,6,6,19,131
2016,6,6,20,127
2016,6,6,21,113
2016,6,6,22,47
2016,6,6,23,66
2016,6,6,24,64
2016,7,6,1,59
2016,7,6,2,74
2016,7,6,3,80
2016,7,6,4,70
2016,7,6,5,60
2016,7,6,6,41
2016,7,6,7,33
2016,7,6,8,31
2016,7,6,9,37
2016,7,6,10,22
2016,7,6,11,32
2016,7,6,12,33
2016,7,6,13,50
2016,7,6,14,65
2016,7,6,15,57
2016,7,6,16,51
2016,7,6,17,54
2016,7,6,18,60
2016,7,6,19,59
2016,7,6,20,70
2016,7,6,21,85
2016,7,6,22,97
2016,7,6,23,95
2016,7,6,24,92
2016,8,6,1,80
2016,8,6,2,96
2016,8,6,3,99
2016,8,6,4,112
2016,8,6,5,122
2016,8,6,6,124
2016,8,6,7,134
2016,8,6,8,139
2016,8,6,9,152
2016,8,6,10,115
2016,8,6,11,101
2016,8,6,12,92
2016,8,6,13,89
2016,8,6,14,86
2016,8,6,15,89
2016,8,6,16,87
2016,8,6,17,91
2016,8,6,18,108
2016,8,6,19,166
2016,8,6,20,222
2016,8,6,21,214
2016,8,6,22,188
2016,8,6,23,178
2016,8,6,24,176
2016,9,6,1,179
2016,9,6,2,158
2016,9,6,3,128
2016,9,6,4,128
2016,9,6,5,139
2016,9,6,6,147
2016,9,6,7,140
2016,9,6,8,148
2016,9,6,9,143
2016,9,6,10,146
2016,9,6,11,125
2016,9,6,12,87
2016,9,6,13,67
2016,9,6,14,58
2016,9,6,15,54
2016,9,6,16,53
2016,9,6,17,62
2016,9,6,18,44
2016,9,6,19,55
2016,9,6,20,41
2016,9,6,21,52
2016,9,6,22,53
2016,9,6,23,60
2016,9,6,24,56
2016,10,6,1,55
2016,10,6,2,58
2016,10,6,3,57
2016,10,6,4,59
2016,10,6,5,68
2016,10,6,6,53
2016,10,6,7,52
2016,10,6,8,58
2016,10,6,9,61
2016,10,6,10,64
2016,10,6,11,74
2016,10,6,12,83
2016,10,6,13,105
2016,10,6,14,98
2016,10,6,15,83
2016,10,6,16,43
2016,10,6,17,18
2016,10,6,18,9
2016,10,6,19,9
2016,10,6,20,6
2016,10,6,21,3
2016,10,6,22,7
2016,10,6,23,7
2016,10,6,24,14
2016,11,6,1,6
2016,11,6,2,2
2016,11,6,3,0
2016,11,6,4,
2016,11,6,5,
2016,11,6,6,
2016,11,6,7,0
2016,11,6,8,2
2016,11,6,9,1
2016,11,6,10,
2016,11,6,11,4
2016,11,6,12,5
2016,11,6,13,18
2016,11,6,14,21
2016,11,6,15,18
2016,11,6,16,17
2016,11,6,17,16
2016,11,6,18,14
2016,11,6,19,13
2016,11,6,20,22
2016,11,6,21,17
2016,11,6,22,19
2016,11,6,23,38
2016,11,6,24,32
2016,12,6,1,71
2016,12,6,2,79
2016,12,6,3,87
2016,12,6,4,88
2016,12,6,5,95
2016,12,6,6,103
2016,12,6,7,103
2016,12,6,8,108
2016,12,6,9,97
2016,12,6,10,103
2016,12,6,11,83
2016,12,6,12,84
2016,12,6,13,64
2016,12,6,14,45
2016,12,6,15,36
2016,12,6,16,41
2016,12,6,17,33
2016,12,6,18,24
2016,12,6,19,27
2016,12,6,20,34
2016,12,6,21,71
2016,12,6,22,78
2016,12,6,23,59
2016,12,6,24,68
2016,13,6,1,98
2016,13,6,2,76
2016,13,6,3,57
2016,13,6,4,60
2016,13,6,5,50
2016,13,6,6,27
2016,13,6,7,30
2016,13,6,8,27
2016,13,6,9,29
2016,13,6,10,36
2016,13,6,11,30
2016,13,6,12,33
2016,13,6,13,43
2016,13,6,14,41
2016,13,6,15,41
2016,13,6,16,38
2016,13,6,17,49
2016,13,6,18,44
2016,13,6,19,53
2016,13,6,20,53
2016,13,6,21,50
2016,13,6,22,55
2016,13,6,23,59
2016,13,6,24,63
2016,14,6,1,69
2016,14,6,2,65
2016,14,6,3,65
2016,14,6,4,65
2016,14,6,5,63
2016,14,6,6,62
2016,14,6,7,56
2016,14,6,8,47
2016,14,6,9,40
2016,14,6,10,24
2016,14,6,11,24
2016,14,6,12,32
2016,14,6,13,29
2016,14,6,14,17
2016,14,6,15,16
2016,14,6,16,18
2016,14,6,17,21
2016,14,6,18,22
2016,14,6,19,16
2016,14,6,20,22
2016,14,6,21,22
2016,14,6,22,17
2016,14,6,23,20
2016,14,6,24,27
2016,15,6,1,22
2016,15,6,2,16
2016,15,6,3,15
2016,15,6,4,16
2016,15,6,5,12
2016,15,6,6,11
2016,15,6,7,12
2016,15,6,8,10
2016,15,6,9,9
2016,15,6,10,5
2016,15,6,11,3
2016,15,6,12,12
2016,15,6,13,12
2016,15,6,14,9
2016,15,6,15,7
2016,15,6,16,8
2016,15,6,17,26
2016,15,6,18,21
2016,15,6,19,33
2016,15,6,20,33
2016,15,6,21,23
2016,15,6,22,17
2016,15,6,23,18
2016,15,6,24,20
2016,16,6,1,29
2016,16,6,2,27
2016,16,6,3,24
2016,16,6,4,17
2016,16,6,5,20
2016,16,6,6,17
2016,16,6,7,20
2016,16,6,8,17
2016,16,6,9,21
2016,16,6,10,12
2016,16,6,11,22
2016,16,6,12,17
2016,16,6,13,15
2016,16,6,14,28
2016,16,6,15,26
2016,16,6,16,44
2016,16,6,17,27
2016,16,6,18,16
2016,16,6,19,52
2016,16,6,20,50
2016,16,6,21,43
2016,16,6,22,47
2016,16,6,23,38
2016,16,6,24,49
2016,17,6,1,33
2016,17,6,2,31
2016,17,6,3,20
2016,17,6,4,18
2016,17,6,5,27
2016,17,6,6,24
2016,17,6,7,17
2016,17,6,8,33
2016,17,6,9,27
2016,17,6,10,37
2016,17,6,11,35
2016,17,6,12,27
2016,17,6,13,29
2016,17,6,14,23
2016,17,6,15,41
2016,17,6,16,33
2016,17,6,17,11
2016,17,6,18,18
2016,17,6,19,32
2016,17,6,20,18
2016,17,6,21,16
2016,17,6,22,27
2016,17,6,23,31
2016,17,6,24,37
2016,18,6,1,44
2016,18,6,2,42
2016,18,6,3,33
2016,18,6,4,27
2016,18,6,5,35
2016,18,6,6,33
2016,18,6,7,31
2016,18,6,8,29
2016,18,6,9,45
2016,18,6,10,47
2016,18,6,11,74
2016,18,6,12,63
2016,18,6,13,70
2016,18,6,14,33
2016,18,6,15,35
2016,18,6,16,33
2016,18,6,17,37
2016,18,6,18,36
2016,18,6,19,44
2016,18,6,20,41
2016,18,6,21,43
2016,18,6,22,50
2016,18,6,23,69
2016,18,6,24,51
2016,19,6,1,40
2016,19,6,2,42
2016,19,6,3,43
2016,19,6,4,44
2016,19,6,5,46
2016,19,6,6,52
2016,19,6,7,92
2016,19,6,8,95
2016,19,6,9,79
2016,19,6,10,85
2016,19,6,11,76
2016,19,6,12,82
2016,19,6,13,51
2016,19,6,14,71
2016,19,6,15,90
2016,19,6,16,25
2016,19,6,17,45
2016,19,6,18,46
2016,19,6,19,55
2016,19,6,20,59
2016,19,6,21,61
2016,19,6,22,102
2016,19,6,23,110
2016,19,6,24,121
2016,20,6,1,126
2016,20,6,2,131
2016,20,6,3,138
2016,20,6,4,79
2016,20,6,5,61
2016,20,6,6,52
2016,20,6,7,56
2016,20,6,8,47
2016,20,6,9,68
2016,20,6,10,66
2016,20,6,11,76
2016,20,6,12,79
2016,20,6,13,72
2016,20,6,14,51
2016,20,6,15,54
2016,20,6,16,
2016,20,6,17,47
2016,20,6,18,85
2016,20,6,19,90
2016,20,6,20,82
2016,20,6,21,103
2016,20,6,22,386
2016,20,6,23,54
2016,20,6,24,59
2016,21,6,1,62
2016,21,6,2,782
2016,21,6,3,63
2016,21,6,4,73
2016,21,6,5,94
2016,21,6,6,94
2016,21,6,7,86
2016,21,6,8,140
2016,21,6,9,118
2016,21,6,10,113
2016,21,6,11,86
2016,21,6,12,88
2016,21,6,13,
2016,21,6,14,80
2016,21,6,15,66
2016,21,6,16,77
2016,21,6,17,83
2016,21,6,18,85
2016,21,6,19,90
2016,21,6,20,29
2016,21,6,21,29
2016,21,6,22,40
2016,21,6,23,43
2016,21,6,24,47
2016,22,6,1,24
2016,22,6,2,27
2016,22,6,3,17
2016,22,6,4,13
2016,22,6,5,26
2016,22,6,6,30
2016,22,6,7,31
2016,22,6,8,25
2016,22,6,9,29
2016,22,6,10,27
2016,22,6,11,32
2016,22,6,12,45
2016,22,6,13,50
2016,22,6,14,55
2016,22,6,15,59
2016,22,6,16,51
2016,22,6,17,59
2016,22,6,18,60
2016,22,6,19,51
2016,22,6,20,37
2016,22,6,21,52
2016,22,6,22,108
2016,22,6,23,71
2016,22,6,24,52
2016,23,6,1,41
2016,23,6,2,38
2016,23,6,3,44
2016,23,6,4,51
2016,23,6,5,91
2016,23,6,6,111
2016,23,6,7,115
2016,23,6,8,103
2016,23,6,9,55
2016,23,6,10,34
2016,23,6,11,62
2016,23,6,12,102
2016,23,6,13,78
2016,23,6,14,70
2016,23,6,15,55
2016,23,6,16,42
2016,23,6,17,42
2016,23,6,18,64
2016,23,6,19,66
2016,23,6,20,69
2016,23,6,21,58
2016,23,6,22,30
2016,23,6,23,34
2016,23,6,24,43
2016,24,6,1,44
2016,24,6,2,39
2016,24,6,3,44
2016,24,6,4,42
2016,24,6,5,17
2016,24,6,6,10
2016,24,6,7,7
2016,24,6,8,6
2016,24,6,9,5
2016,24,6,10,4
2016,24,6,11,7
2016,24,6,12,6
2016,24,6,13,4
2016,24,6,14,6
2016,24,6,15,6
2016,24,6,16,8
2016,24,6,17,6
2016,24,6,18,6
2016,24,6,19,9
2016,24,6,20,7
2016,24,6,21,8
2016,24,6,22,5
2016,24,6,23,3
2016,24,6,24,4
2016,25,6,1,2
2016,25,6,2,0
2016,25,6,3,0
2016,25,6,4,12
2016,25,6,5,8
2016,25,6,6,6
2016,25,6,7,6
2016,25,6,8,8
2016,25,6,9,7
2016,25,6,10,9
2016,25,6,11,8
2016,25,6,12,15
2016,25,6,13,11
2016,25,6,14,13
2016,25,6,15,15
2016,25,6,16,13
2016,25,6,17,14
2016,25,6,18,16
2016,25,6,19,28
2016,25,6,20,36
2016,25,6,21,49
2016,25,6,22,30
2016,25,6,23,29
2016,25,6,24,29
2016,26,6,1,29
2016,26,6,2,48
2016,26,6,3,53
2016,26,6,4,50
2016,26,6,5,47
2016,26,6,6,40
2016,26,6,7,32
2016,26,6,8,34
2016,26,6,9,29
2016,26,6,10,34
2016,26,6,11,33
2016,26,6,12,37
2016,26,6,13,45
2016,26,6,14,28
2016,26,6,15,17
2016,26,6,16,24
2016,26,6,17,38
2016,26,6,18,43
2016,26,6,19,38
2016,26,6,20,38
2016,26,6,21,38
2016,26,6,22,40
2016,26,6,23,39
2016,26,6,24,36
2016,27,6,1,39
2016,27,6,2,40
2016,27,6,3,48
2016,27,6,4,47
2016,27,6,5,50
2016,27,6,6,61
2016,27,6,7,58
2016,27,6,8,62
2016,27,6,9,50
2016,27,6,10,48
2016,27,6,11,52
2016,27,6,12,
2016,27,6,13,48
2016,27,6,14,74
2016,27,6,15,66
2016,27,6,16,65
2016,27,6,17,59
2016,27,6,18,71
2016,27,6,19,56
2016,27,6,20,40
2016,27,6,21,42
2016,27,6,22,45
2016,27,6,23,42
2016,27,6,24,56
2016,28,6,1,59
2016,28,6,2,74
2016,28,6,3,77
2016,28,6,4,76
2016,28,6,5,71
2016,28,6,6,64
2016,28,6,7,43
2016,28,6,8,26
2016,28,6,9,24
2016,28,6,10,
2016,28,6,11,48
2016,28,6,12,57
2016,28,6,13,63
2016,28,6,14,74
2016,28,6,15,66
2016,28,6,16,88
2016,28,6,17,98
2016,28,6,18,109
2016,28,6,19,112
2016,28,6,20,121
2016,28,6,21,126
2016,28,6,22,134
2016,28,6,23,104
2016,28,6,24,100
2016,29,6,1,97
2016,29,6,2,93
2016,29,6,3,93
2016,29,6,4,107
2016,29,6,5,103
2016,29,6,6,112
2016,29,6,7,112
2016,29,6,8,121
2016,29,6,9,108
2016,29,6,10,116
2016,29,6,11,86
2016,29,6,12,81
2016,29,6,13,91
2016,29,6,14,83
2016,29,6,15,70
2016,29,6,16,77
2016,29,6,17,89
2016,29,6,18,97
2016,29,6,19,124
2016,29,6,20,135
2016,29,6,21,148
2016,29,6,22,148
2016,29,6,23,100
2016,29,6,24,74
2016,30,6,1,73
2016,30,6,2,50
2016,30,6,3,47
2016,30,6,4,53
2016,30,6,5,46
2016,30,6,6,48
2016,30,6,7,49
2016,30,6,8,54
2016,30,6,9,61
2016,30,6,10,52
2016,30,6,11,40
2016,30,6,12,38
2016,30,6,13,35
2016,30,6,14,36
2016,30,6,15,22
2016,30,6,16,26
2016,30,6,17,26
2016,30,6,18,38
2016,30,6,19,39
2016,30,6,20,62
2016,30,6,21,84
